FeatureCode,DateCode,Measurement,Units,Value,Waste Management,Waste Category
S12000039,2018,Count,Tonnes,0,Other Diversion,Animal and mixed food waste
S12000042,2018,Count,Tonnes,0,Landfilled,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000036,2018,Count,Tonnes,9360,Recycled (pre 2014 method),Animal and mixed food waste
S12000026,2018,Count,Tonnes,20,Waste Generated,Chemical wastes
S12000027,2018,Count,Tonnes,17,Waste Generated,Plastic wastes
S12000039,2018,Count,Tonnes,0,Recycled,Used oils
S12000018,2018,Count,Tonnes,10614,Landfilled,Total Waste
S12000039,2018,Count,Tonnes,3516,Other Diversion (pre 2014 method),Household and similar wastes
S12000039,2018,Count,Tonnes,697,Recycled,"Metallic wastes, mixed ferrous and non-ferrous"
S12000039,2018,Count,Tonnes,0,Landfilled,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000026,2018,Count,Tonnes,0,Recycled,Combustion wastes
S12000039,2018,Count,Tonnes,0,Waste Generated,Used oils
S12000039,2018,Count,Tonnes,3516,Other Diversion,Household and similar wastes
S12000039,2018,Count,Tonnes,0,Landfilled,Textile wastes
S12000029,2018,Count,Tonnes,11261,Other Diversion,Total Waste
S12000050,2018,Count,Tonnes,83517,Waste Generated,Household and similar wastes
S12000042,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Glass wastes
S12000026,2018,Count,Tonnes,1079,Waste Generated,Animal and mixed food waste
S12000039,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Rubber wastes
S12000042,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Soils
S12000039,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Health care and biological wastes
S12000039,2018,Count,Tonnes,0,Other Diversion,Discarded vehicles
S12000017,2018,Count,Tonnes,578,Recycled (pre 2014 method),"Metallic wastes, ferrous"
S12000039,2018,Count,Tonnes,54,Other Diversion (pre 2014 method),Combustion wastes
S12000017,2018,Count,Tonnes,61,Other Diversion,Mixed and undifferentiated materials
S12000026,2018,Count,Tonnes,525,Other Diversion (pre 2014 method),Vegetal wastes
S12000036,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Glass wastes
S12000039,2018,Count,Tonnes,0,Recycled,Health care and biological wastes
S12000026,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Chemical wastes
S12000042,2018,Ratio,Percentage,36,Recycled (pre 2014 method),Total Waste
S12000039,2018,Count,Tonnes,3792,Other Diversion (pre 2014 method),Total Waste
S12000050,2018,Count,Tonnes,400,Waste Generated,Textile wastes
S12000036,2018,Count,Tonnes,0,Other Diversion,Mineral waste from construction and demolition
S12000026,2018,Count,Tonnes,1047,Recycled (pre 2014 method),Animal and mixed food waste
S12000027,2018,Count,Tonnes,0,Waste Generated,"Metallic wastes, non-ferrous"
S12000050,2018,Count,Tonnes,11458,Waste Generated,Paper and cardboard wastes
S12000026,2018,Count,Tonnes,4418,Waste Generated,Vegetal wastes
S12000026,2018,Count,Tonnes,0,Waste Generated,Soils
S12000039,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Plastic wastes
S12000039,2018,Count,Tonnes,864,Recycled (pre 2014 method),Plastic wastes
S12000026,2018,Count,Tonnes,44,Landfilled,Vegetal wastes
S12000050,2018,Count,Tonnes,2882,Other Diversion (pre 2014 method),Mixed and undifferentiated materials
S12000050,2018,Count,Tonnes,0,Landfilled,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000042,2018,Count,Tonnes,465,Waste Generated,Soils
S12000029,2018,Count,Tonnes,150470,Waste Generated,Total Waste
S12000039,2018,Count,Tonnes,3769,Recycled,Paper and cardboard wastes
S12000039,2018,Count,Tonnes,0,Recycled,Discarded vehicles
S12000050,2018,Count,Tonnes,781,Recycled (pre 2014 method),"Metallic wastes, non-ferrous"
S12000039,2018,Count,Tonnes,0,Landfilled,Health care and biological wastes
S12000017,2018,Count,Tonnes,0,Recycled (pre 2014 method),Combustion wastes
S12000033,2018,Count,Tonnes,72,Recycled,Mixed and undifferentiated materials
S12000039,2018,Count,Tonnes,864,Recycled,Plastic wastes
S12000035,2018,Count,Tonnes,21967,Landfilled,Household and similar wastes
S12000039,2018,Count,Tonnes,0,Landfilled,Discarded vehicles
S12000050,2018,Count,Tonnes,2315,Recycled,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000050,2018,Count,Tonnes,955,Recycled (pre 2014 method),"Metallic wastes, ferrous"
S12000017,2018,Count,Tonnes,0,Other Diversion,Soils
S12000039,2018,Count,Tonnes,0,Other Diversion,Mineral waste from construction and demolition
S12000017,2018,Count,Tonnes,0,Landfilled,Vegetal wastes
S12000027,2018,Ratio,Percentage,67,Other Diversion (pre 2014 method),Total Waste
S12000026,2018,Count,Tonnes,1428,Recycled (pre 2014 method),Mineral waste from construction and demolition
S12000033,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Combustion wastes
S12000033,2018,Count,Tonnes,0,Other Diversion,Rubber wastes
S12000026,2018,Count,Tonnes,1428,Recycled,Mineral waste from construction and demolition
S12000026,2018,Count,Tonnes,0,Other Diversion,Mineral waste from construction and demolition
S12000017,2018,Count,Tonnes,0,Waste Generated,Soils
S12000039,2018,Ratio,Percentage,44,Recycled (pre 2014 method),Total Waste
S12000036,2018,Count,Tonnes,0,Other Diversion,Used oils
S12000036,2018,Count,Tonnes,0,Landfilled,Vegetal wastes
S12000026,2018,Count,Tonnes,0,Recycled,Household and similar wastes
S12000039,2018,Count,Tonnes,67,Waste Generated,Textile wastes
S12000039,2018,Count,Tonnes,77,Recycled,Household and similar wastes
S12000035,2018,Count,Tonnes,156,Recycled (pre 2014 method),Household and similar wastes
S12000033,2018,Count,Tonnes,6877,Landfilled,Combustion wastes
S12000039,2018,Count,Tonnes,745,Recycled (pre 2014 method),Glass wastes
S12000039,2018,Count,Tonnes,4036,Other Diversion,Total Waste
S12000034,2018,Count,Tonnes,69,Recycled (pre 2014 method),Chemical wastes
S12000036,2018,Count,Tonnes,3055,Recycled,Mineral waste from construction and demolition
S12000017,2018,Count,Tonnes,1259,Waste Generated,Paper and cardboard wastes
S12000018,2018,Count,Tonnes,153,Recycled,"Metallic wastes, ferrous"
S12000036,2018,Count,Tonnes,9360,Recycled,Animal and mixed food waste
S12000039,2018,Ratio,Percentage,9,Other Diversion (pre 2014 method),Total Waste
S12000033,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Rubber wastes
S12000026,2018,Count,Tonnes,0,Landfilled,Mineral waste from construction and demolition
S12000050,2018,Count,Tonnes,0,Other Diversion,Textile wastes
S12000017,2018,Count,Tonnes,0,Recycled (pre 2014 method),Soils
S12000039,2018,Count,Tonnes,56,Recycled (pre 2014 method),"Metallic wastes, non-ferrous"
S12000033,2018,Count,Tonnes,16916,Waste Generated,Mixed and undifferentiated materials
S12000017,2018,Count,Tonnes,0,Landfilled,Mixed and undifferentiated materials
S12000039,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Discarded vehicles
S12000042,2018,Count,Tonnes,0,Landfilled,Glass wastes
S12000026,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Household and similar wastes
S12000039,2018,Count,Tonnes,0,Recycled (pre 2014 method),Rubber wastes
S12000029,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Combustion wastes
S12000027,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Glass wastes
S12000026,2018,Count,Tonnes,28,Waste Generated,Batteries and accumulators wastes
S12000017,2018,Count,Tonnes,0,Recycled (pre 2014 method),Health care and biological wastes
S12000036,2018,Count,Tonnes,3212,Other Diversion (pre 2014 method),Combustion wastes
S12000026,2018,Count,Tonnes,190,Other Diversion (pre 2014 method),Combustion wastes
S12000050,2018,Count,Tonnes,0,Other Diversion,Health care and biological wastes
S12000036,2018,Count,Tonnes,0,Recycled,Health care and biological wastes
S12000040,2018,Count,Tonnes,2136,Recycled,"Metallic wastes, mixed ferrous and non-ferrous"
S12000040,2018,Count,Tonnes,0,Other Diversion,Discarded vehicles
S12000034,2018,Count,Tonnes,57,Recycled,Used oils
S12000033,2018,Count,Tonnes,9173,Recycled (pre 2014 method),Paper and cardboard wastes
S12000040,2018,Count,Tonnes,4,Recycled (pre 2014 method),Chemical wastes
S12000050,2018,Count,Tonnes,20,Other Diversion,Vegetal wastes
S12000018,2018,Count,Tonnes,126,Recycled (pre 2014 method),Textile wastes
S12000026,2018,Count,Tonnes,45,Recycled (pre 2014 method),Mixed and undifferentiated materials
S12000018,2018,Count,Tonnes,11363,Waste Generated,Household and similar wastes
S12000040,2018,Count,Tonnes,3214,Recycled,Mineral waste from construction and demolition
S12000042,2018,Count,Tonnes,0,Recycled,Batteries and accumulators wastes
S12000026,2018,Count,Tonnes,0,Recycled (pre 2014 method),Combustion wastes
S12000036,2018,Ratio,Percentage,9,Other Diversion,Total Waste
S12000042,2018,Count,Tonnes,0,Landfilled,"Metallic wastes, non-ferrous"
S12000050,2018,Count,Tonnes,3334,Other Diversion (pre 2014 method),Combustion wastes
S12000040,2018,Count,Tonnes,74194,Waste Generated,Total Waste
S12000026,2018,Count,Tonnes,0,Other Diversion,"Metallic wastes, mixed ferrous and non-ferrous"
S12000036,2018,Count,Tonnes,70,Waste Generated,Plastic wastes
S12000017,2018,Count,Tonnes,0,Landfilled,Health care and biological wastes
S12000050,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Soils
S12000026,2018,Count,Tonnes,0,Waste Generated,Combustion wastes
S12000026,2018,Count,Tonnes,844,Recycled,"Metallic wastes, mixed ferrous and non-ferrous"
S12000040,2018,Count,Tonnes,0,Landfilled,Health care and biological wastes
S12000036,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),"Metallic wastes, mixed ferrous and non-ferrous"
S12000018,2018,Count,Tonnes,0,Other Diversion,Discarded vehicles
S12000042,2018,Count,Tonnes,693,Waste Generated,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000033,2018,Count,Tonnes,0,Other Diversion,Paper and cardboard wastes
S12000036,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Mineral waste from construction and demolition
S12000040,2018,Count,Tonnes,0,Recycled,Health care and biological wastes
S12000029,2018,Count,Tonnes,0,Waste Generated,Combustion wastes
S12000018,2018,Count,Tonnes,24,Recycled (pre 2014 method),Chemical wastes
S12000040,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),"Metallic wastes, non-ferrous"
S12000026,2018,Count,Tonnes,28,Recycled (pre 2014 method),Batteries and accumulators wastes
S12000027,2018,Count,Tonnes,5,Recycled,Used oils
S12000033,2018,Count,Tonnes,9173,Recycled,Paper and cardboard wastes
S12000033,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Glass wastes
S12000040,2018,Count,Tonnes,0,Other Diversion,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000040,2018,Count,Tonnes,4,Recycled,Chemical wastes
S12000026,2018,Count,Tonnes,741,Other Diversion,Mixed and undifferentiated materials
S12000050,2018,Count,Tonnes,246,Recycled,Soils
S12000042,2018,Count,Tonnes,2404,Recycled,Glass wastes
S12000017,2018,Count,Tonnes,0,Recycled (pre 2014 method),Mixed and undifferentiated materials
S12000029,2018,Count,Tonnes,169,Waste Generated,Glass wastes
S12000038,2018,Count,Tonnes,7292,Landfilled,Household and similar wastes
S12000017,2018,Count,Tonnes,0,Other Diversion,Health care and biological wastes
S12000027,2018,Count,Tonnes,0,Landfilled,"Metallic wastes, mixed ferrous and non-ferrous"
S12000035,2018,Count,Tonnes,0,Other Diversion,Textile wastes
S12000038,2018,Count,Tonnes,0,Recycled,Household and similar wastes
S12000042,2018,Count,Tonnes,6539,Recycled,Vegetal wastes
S12000040,2018,Count,Tonnes,0,Other Diversion,Health care and biological wastes
S12000033,2018,Count,Tonnes,32,Waste Generated,Paper and cardboard wastes
S12000040,2018,Count,Tonnes,0,Landfilled,Batteries and accumulators wastes
S12000040,2018,Count,Tonnes,0,Landfilled,Glass wastes
S12000017,2018,Count,Tonnes,0,Recycled,Health care and biological wastes
S12000027,2018,Count,Tonnes,0,Waste Generated,Combustion wastes
S12000034,2018,Count,Tonnes,0,Waste Generated,Health care and biological wastes
S12000033,2018,Count,Tonnes,0,Waste Generated,Glass wastes
S12000040,2018,Count,Tonnes,29,Recycled,Discarded vehicles
S12000027,2018,Count,Tonnes,136,Other Diversion,"Metallic wastes, mixed ferrous and non-ferrous"
S12000036,2018,Count,Tonnes,0,Recycled (pre 2014 method),Combustion wastes
S12000040,2018,Count,Tonnes,123,Landfilled,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000033,2018,Count,Tonnes,32,Recycled,Used oils
S12000040,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Discarded vehicles
S12000036,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Health care and biological wastes
S12000027,2018,Count,Tonnes,0,Other Diversion,Glass wastes
S12000029,2018,Count,Tonnes,7284,Recycled,Glass wastes
S12000018,2018,Count,Tonnes,428,Waste Generated,"Metallic wastes, mixed ferrous and non-ferrous"
S12000033,2018,Count,Tonnes,0,Landfilled,Used oils
S12000029,2018,Count,Tonnes,28,Recycled,Batteries and accumulators wastes
S12000039,2018,Count,Tonnes,0,Other Diversion,Textile wastes
S12000039,2018,Count,Tonnes,287,Landfilled,Mixed and undifferentiated materials
S12000017,2018,Count,Tonnes,0,Landfilled,"Metallic wastes, non-ferrous"
S12000036,2018,Count,Tonnes,0,Waste Generated,Combustion wastes
S12000050,2018,Count,Tonnes,17968,Waste Generated,Vegetal wastes
S12000018,2018,Count,Tonnes,1368,Waste Generated,Animal and mixed food waste
S12000039,2018,Count,Tonnes,4060,Waste Generated,Vegetal wastes
S12000050,2018,Count,Tonnes,13,Waste Generated,Soils
S12000033,2018,Count,Tonnes,0,Other Diversion,"Metallic wastes, ferrous"
S12000036,2018,Count,Tonnes,1738,Recycled (pre 2014 method),"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000050,2018,Count,Tonnes,20137,Waste Generated,Mixed and undifferentiated materials
S12000039,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000029,2018,Ratio,Percentage,7,Other Diversion,Total Waste
S12000017,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Vegetal wastes
S12000017,2018,Count,Tonnes,0,Landfilled,Soils
S12000050,2018,Count,Tonnes,0,Recycled,Mixed and undifferentiated materials
S12000039,2018,Count,Tonnes,0,Other Diversion,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000039,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Used oils
S12000036,2018,Count,Tonnes,0,Other Diversion,"Metallic wastes, non-ferrous"
S12000039,2018,Count,Tonnes,330,Waste Generated,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000042,2018,Count,Tonnes,39474,Waste Generated,Household and similar wastes
S12000026,2018,Count,Tonnes,844,Recycled (pre 2014 method),"Metallic wastes, mixed ferrous and non-ferrous"
S12000017,2018,Count,Tonnes,0,Recycled,Soils
S12000039,2018,Count,Tonnes,67,Recycled,Textile wastes
S12000033,2018,Count,Tonnes,4185,Recycled,Glass wastes
S12000026,2018,Count,Tonnes,0,Other Diversion,"Metallic wastes, non-ferrous"
S12000039,2018,Count,Tonnes,217,Other Diversion (pre 2014 method),Mixed and undifferentiated materials
S12000036,2018,Count,Tonnes,399,Waste Generated,Textile wastes
S12000039,2018,Count,Tonnes,3720,Recycled,Mineral waste from construction and demolition
S12000033,2018,Count,Tonnes,4185,Recycled (pre 2014 method),Glass wastes
S12000033,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Used oils
S12000033,2018,Count,Tonnes,497,Recycled,"Metallic wastes, ferrous"
S12000039,2018,Count,Tonnes,5,Other Diversion,"Metallic wastes, mixed ferrous and non-ferrous"
S12000039,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Vegetal wastes
S12000026,2018,Count,Tonnes,741,Other Diversion (pre 2014 method),Mixed and undifferentiated materials
S12000050,2018,Count,Tonnes,154,Landfilled,Vegetal wastes
S12000039,2018,Count,Tonnes,0,Landfilled,Used oils
S12000026,2018,Count,Tonnes,786,Waste Generated,"Metallic wastes, mixed ferrous and non-ferrous"
S12000039,2018,Count,Tonnes,0,Landfilled,Glass wastes
S12000027,2018,Count,Tonnes,0,Other Diversion,Used oils
S12000034,2018,Count,Tonnes,0,Recycled,Mixed and undifferentiated materials
S12000017,2018,Count,Tonnes,0,Landfilled,"Metallic wastes, ferrous"
S12000039,2018,Count,Tonnes,1547,Waste Generated,Animal and mixed food waste
S12000039,2018,Count,Tonnes,0,Recycled,Rubber wastes
S12000029,2018,Count,Tonnes,66676,Recycled (pre 2014 method),Total Waste
S12000039,2018,Count,Tonnes,0,Landfilled,Mineral waste from construction and demolition
S12000026,2018,Count,Tonnes,0,Landfilled,Batteries and accumulators wastes
S12000036,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Soils
S12000039,2018,Count,Tonnes,0,Recycled (pre 2014 method),Combustion wastes
S12000029,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),"Metallic wastes, ferrous"
S12000036,2018,Count,Tonnes,0,Landfilled,Chemical wastes
S12000036,2018,Count,Tonnes,17678,Other Diversion,Total Waste
S12000039,2018,Count,Tonnes,0,Recycled (pre 2014 method),Batteries and accumulators wastes
S12000026,2018,Count,Tonnes,190,Other Diversion,Combustion wastes
S12000050,2018,Count,Tonnes,5475,Recycled,Animal and mixed food waste
S12000042,2018,Count,Tonnes,0,Waste Generated,"Metallic wastes, non-ferrous"
S12000026,2018,Count,Tonnes,45,Recycled,Mixed and undifferentiated materials
S12000042,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000050,2018,Count,Tonnes,0,Recycled (pre 2014 method),Health care and biological wastes
S12000039,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Batteries and accumulators wastes
S12000036,2018,Count,Tonnes,0,Landfilled,Plastic wastes
S12000039,2018,Count,Tonnes,330,Recycled (pre 2014 method),"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000026,2018,Count,Tonnes,0,Other Diversion,Batteries and accumulators wastes
S12000026,2018,Count,Tonnes,28,Recycled,Batteries and accumulators wastes
S12000050,2018,Count,Tonnes,17857,Recycled,Vegetal wastes
S12000034,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Textile wastes
S12000039,2018,Count,Tonnes,330,Recycled,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000034,2018,Count,Tonnes,4331,Recycled (pre 2014 method),Wood wastes
S12000036,2018,Count,Tonnes,0,Other Diversion,Animal and mixed food waste
S12000050,2018,Count,Tonnes,17877,Recycled (pre 2014 method),Vegetal wastes
S12000036,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Animal and mixed food waste
S12000036,2018,Count,Tonnes,0,Other Diversion,"Metallic wastes, mixed ferrous and non-ferrous"
S12000042,2018,Count,Tonnes,0,Recycled (pre 2014 method),Health care and biological wastes
S12000017,2018,Count,Tonnes,937,Other Diversion,Vegetal wastes
S12000039,2018,Count,Tonnes,0,Landfilled,Animal and mixed food waste
S12000039,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Soils
S12000017,2018,Count,Tonnes,0,Other Diversion,Used oils
S12000036,2018,Count,Tonnes,0,Other Diversion,Chemical wastes
S12000039,2018,Count,Tonnes,0,Landfilled,Plastic wastes
S12000042,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Discarded vehicles
S12000039,2018,Count,Tonnes,5,Other Diversion (pre 2014 method),"Metallic wastes, mixed ferrous and non-ferrous"
S12000026,2018,Count,Tonnes,20,Recycled,Chemical wastes
S12000026,2018,Count,Tonnes,2475,Waste Generated,Glass wastes
S12000026,2018,Count,Tonnes,0,Other Diversion,Glass wastes
S12000029,2018,Count,Tonnes,0,Landfilled,Chemical wastes
S12000050,2018,Ratio,Percentage,43,Landfilled,Total Waste
S12000039,2018,Count,Tonnes,0,Recycled (pre 2014 method),Used oils
S12000039,2018,Count,Tonnes,0,Waste Generated,Plastic wastes
S12000034,2018,Count,Tonnes,0,Other Diversion,Vegetal wastes
S12000039,2018,Count,Tonnes,0,Other Diversion,Soils
S12000033,2018,Count,Tonnes,1506,Waste Generated,"Metallic wastes, mixed ferrous and non-ferrous"
S12000036,2018,Count,Tonnes,0,Recycled,Used oils
S12000039,2018,Count,Tonnes,0,Landfilled,Rubber wastes
S12000039,2018,Count,Tonnes,0,Waste Generated,Rubber wastes
S12000039,2018,Count,Tonnes,0,Landfilled,"Metallic wastes, ferrous"
S12000050,2018,Count,Tonnes,19970,Other Diversion,Total Waste
S12000050,2018,Ratio,Percentage,14,Other Diversion,Total Waste
S12000027,2018,Count,Tonnes,5,Recycled (pre 2014 method),Used oils
S12000026,2018,Count,Tonnes,0,Landfilled,Glass wastes
S12000050,2018,Count,Tonnes,0,Other Diversion,Glass wastes
S12000039,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Glass wastes
S12000036,2018,Count,Tonnes,0,Other Diversion,"Metallic wastes, ferrous"
S12000050,2018,Count,Tonnes,0,Landfilled,Used oils
S12000027,2018,Count,Tonnes,0,Other Diversion,Plastic wastes
S12000050,2018,Count,Tonnes,0,Other Diversion,"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000050,2018,Count,Tonnes,1654,Recycled (pre 2014 method),"Metallic wastes, mixed ferrous and non-ferrous"
S12000017,2018,Count,Tonnes,0,Landfilled,Wood wastes
S12000050,2018,Count,Tonnes,63879,Recycled,Total Waste
S12000026,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Used oils
S12000027,2018,Count,Tonnes,6477,Other Diversion (pre 2014 method),Total Waste
S12000050,2018,Ratio,Percentage,44,Recycled,Total Waste
S12000036,2018,Count,Tonnes,0,Other Diversion,Batteries and accumulators wastes
S12000039,2018,Count,Tonnes,125,Recycled,"Metallic wastes, ferrous"
S12000050,2018,Count,Tonnes,0,Other Diversion,Used oils
S12000042,2018,Count,Tonnes,0,Recycled (pre 2014 method),Combustion wastes
S12000033,2018,Count,Tonnes,72,Recycled (pre 2014 method),Mixed and undifferentiated materials
S12000017,2018,Ratio,Percentage,44,Recycled (pre 2014 method),Total Waste
S12000050,2018,Count,Tonnes,10455,Recycled (pre 2014 method),Paper and cardboard wastes
S12000039,2018,Count,Tonnes,2147,Recycled (pre 2014 method),Wood wastes
S12000042,2018,Count,Tonnes,0,Landfilled,Vegetal wastes
S12000026,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Glass wastes
S12000042,2018,Count,Tonnes,0,Landfilled,Paper and cardboard wastes
S12000026,2018,Count,Tonnes,0,Other Diversion,Used oils
S12000036,2018,Count,Tonnes,3296,Recycled,Plastic wastes
S12000036,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),"Metallic wastes, non-ferrous"
S12000039,2018,Count,Tonnes,0,Recycled,Soils
S12000050,2018,Count,Tonnes,0,Waste Generated,"Metallic wastes, ferrous"
S12000026,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000039,2018,Count,Tonnes,4304,Recycled (pre 2014 method),Vegetal wastes
S12000026,2018,Count,Tonnes,0,Landfilled,Used oils
S12000039,2018,Count,Tonnes,0,Landfilled,Wood wastes
S12000026,2018,Count,Tonnes,11,Recycled (pre 2014 method),Used oils
S12000039,2018,Count,Tonnes,0,Other Diversion,Used oils
S12000026,2018,Count,Tonnes,2482,Recycled (pre 2014 method),Glass wastes
S12000042,2018,Count,Tonnes,0,Landfilled,Soils
S12000027,2018,Count,Tonnes,0,Waste Generated,Chemical wastes
S12000036,2018,Count,Tonnes,0,Landfilled,Textile wastes
S12000036,2018,Count,Tonnes,0,Other Diversion,Plastic wastes
S12000035,2018,Count,Tonnes,0,Other Diversion,Glass wastes
S12000029,2018,Count,Tonnes,0,Recycled,Combustion wastes
S12000039,2018,Count,Tonnes,0,Recycled (pre 2014 method),Mixed and undifferentiated materials
S12000039,2018,Count,Tonnes,0,Waste Generated,Soils
S12000042,2018,Count,Tonnes,6798,Recycled (pre 2014 method),Vegetal wastes
S12000017,2018,Count,Tonnes,7639,Recycled (pre 2014 method),Mineral waste from construction and demolition
S12000026,2018,Count,Tonnes,2482,Recycled,Glass wastes
S12000039,2018,Count,Tonnes,697,Recycled (pre 2014 method),"Metallic wastes, mixed ferrous and non-ferrous"
S12000039,2018,Count,Tonnes,0,Landfilled,Vegetal wastes
S12000026,2018,Count,Tonnes,11,Recycled,Used oils
S12000034,2018,Count,Tonnes,5368,Waste Generated,Mineral waste from construction and demolition
S12000017,2018,Count,Tonnes,55860,Recycled (pre 2014 method),Total Waste
S12000036,2018,Count,Tonnes,283,Recycled (pre 2014 method),Household and similar wastes
S12000050,2018,Count,Tonnes,8162,Recycled,Glass wastes
S12000026,2018,Count,Tonnes,126,Recycled,"Metallic wastes, non-ferrous"
S12000026,2018,Count,Tonnes,0,Waste Generated,"Metallic wastes, non-ferrous"
S12000027,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Combustion wastes
S12000050,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Used oils
S12000034,2018,Count,Tonnes,0,Other Diversion,Soils
S12000033,2018,Count,Tonnes,0,Landfilled,"Metallic wastes, mixed ferrous and non-ferrous"
S12000039,2018,Count,Tonnes,67,Recycled (pre 2014 method),Textile wastes
S12000033,2018,Count,Tonnes,725,Other Diversion,Mixed and undifferentiated materials
S12000050,2018,Count,Tonnes,134,Waste Generated,Used oils
S12000036,2018,Count,Tonnes,0,Recycled (pre 2014 method),Mixed and undifferentiated materials
S12000050,2018,Count,Tonnes,134,Recycled,Used oils
S12000050,2018,Count,Tonnes,0,Waste Generated,"Metallic wastes, non-ferrous"
S12000039,2018,Count,Tonnes,1439,Waste Generated,Wood wastes
S12000027,2018,Count,Tonnes,230,Recycled (pre 2014 method),"Discarded equipment (excluding discarded vehicles, batteries and accumulators wastes)"
S12000039,2018,Count,Tonnes,0,Waste Generated,"Metallic wastes, ferrous"
S12000026,2018,Ratio,Percentage,3,Other Diversion,Total Waste
S12000026,2018,Count,Tonnes,1455,Other Diversion,Total Waste
S12000033,2018,Count,Tonnes,0,Recycled (pre 2014 method),Combustion wastes
S12000039,2018,Count,Tonnes,3769,Recycled (pre 2014 method),Paper and cardboard wastes
S12000029,2018,Count,Tonnes,67065,Landfilled,Household and similar wastes
S12000039,2018,Count,Tonnes,0,Landfilled,"Metallic wastes, mixed ferrous and non-ferrous"
S12000018,2018,Count,Tonnes,15,Recycled,Rubber wastes
S12000036,2018,Count,Tonnes,5520,Other Diversion,Mixed and undifferentiated materials
S12000033,2018,Count,Tonnes,0,Recycled,Combustion wastes
S12000039,2018,Count,Tonnes,0,Other Diversion (pre 2014 method),Textile wastes
S12000036,2018,Count,Tonnes,6,Recycled (pre 2014 method),Batteries and accumulators wastes
S12000033,2018,Count,Tonnes,0,Waste Generated,Combustion wastes
S12000036,2018,Count,Tonnes,2116,Waste Generated,Paper and cardboard wastes
S12000033,2018,Count,Tonnes,1644,Recycled,"Metallic wastes, mixed ferrous and non-ferrous"
S12000033,2018,Count,Tonnes,0,Other Diversion,Combustion wastes
S12000033,2018,Count,Tonnes,725,Other Diversion (pre 2014 method),Mixed and undifferentiated materials
S12000039,2018,Count,Tonnes,0,Landfilled,Soils
S12000036,2018,Count,Tonnes,24563,Waste Generated,Mixed and undifferentiated materials
S12000018,2018,Count,Tonnes,1368,Recycled,Animal and mixed food waste
